Ders Kodu,Ders Section,Ders Adı,Hoca,Saat
TLL 102,TLL 102.B,Türk Dili ve Edebiyatı II,ŞERİFE SEDA YÜCEKURT ÜNLÜ,Salı 12:40 - 14:30
TLL 102,TLL 102.C,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Salı 16:40 - 18:30
TLL 102,TLL 102.D,Türk Dili ve Edebiyatı II,ALİ SERDAR,Pazartesi 12:40 - 14:30
TLL 102,TLL 102.M,Türk Dili ve Edebiyatı II,GÜNEŞ SEZEN,Perşembe 08:40 - 10:30
TLL 102,TLL 102.L,Türk Dili ve Edebiyatı II,MURAT NARCI,Perşembe 14:40 - 16:30
TLL 102,TLL 102.K,Türk Dili ve Edebiyatı II,FATMA DAMAK,Çarşamba 08:40 - 10:30
TLL 102,TLL 102.J,Türk Dili ve Edebiyatı II,ŞENAY ÇINAR,Perşembe 16:40 - 18:30
TLL 102,TLL 102.E,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Cuma 08:40 - 10:30
TLL 102,TLL 102.H,Türk Dili ve Edebiyatı II,YAĞMUR YILDIRIMAY,Çarşamba 12:40 - 14:30
TLL 102,TLL 102.F,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Cuma 10:40 - 12:30
TLL 102,TLL 102.I,Türk Dili ve Edebiyatı II,ALİ SERDAR,Cuma 16:40 - 18:30
TRL 101,TRL 101.B2,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Perşembe 14:40 - 15:30
TRL 101,TRL 101.D1,Üniversite Yaşamına Giriş,ZELİHA AYDIN ŞAHİN,Pazartesi 16:40 - 17:30
TRL 101,TRL 101.A1,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Çarşamba 16:40 - 17:30
TRL 101,TRL 101.A2,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Çarşamba 16:40 - 17:30
TRL 101,TRL 101.B1,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Perşembe 14:40 - 15:30
TRL 101,TRL 101.C1,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Perşembe 15:40 - 16:30
TRL 101,TRL 101.C2,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Perşembe 15:40 - 16:30
TRL 101,TRL 101.D2,Üniversite Yaşamına Giriş,ZELİHA AYDIN ŞAHİN,Pazartesi 16:40 - 17:30
TRL 101,TRL 101.E1,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Perşembe 16:40 - 17:30
TRL 101,TRL 101.E2,Üniversite Yaşamına Giriş,Üniversite Yaşamına Giriş,Perşembe 16:40 - 17:30
TRL 101,TRL 101.G1,Üniversite Yaşamına Giriş,NURKAN DİKMEN,Salı 15:40 - 16:30
TRL 101,TRL 101.F2,Üniversite Yaşamına Giriş,NURKAN DİKMEN,Salı 16:40 - 17:30
TRL 101,TRL 101.F1,Üniversite Yaşamına Giriş,NURKAN DİKMEN,Salı 16:40 - 17:30
TRL 202,TRL 202.K,Sorumlu Yurttaşlık,Sorumlu Yurttaşlık,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.J,Sorumlu Yurttaşlık,Sorumlu Yurttaşlık,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.B,Sorumlu Yurttaşlık,NERGİS UYAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.C,Sorumlu Yurttaşlık,DİDEM TARTAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.D,Sorumlu Yurttaşlık,DİDEM TARTAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.E,Sorumlu Yurttaşlık,DİDEM TARTAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.F,Sorumlu Yurttaşlık,DİDEM TARTAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.G,Sorumlu Yurttaşlık,DİDEM TARTAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.H,Sorumlu Yurttaşlık,Sorumlu Yurttaşlık,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.I,Sorumlu Yurttaşlık,Sorumlu Yurttaşlık,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 202,TRL 202.A,Sorumlu Yurttaşlık,NERGİS UYAN,Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30 / Pazartesi 19:40 - 20:30
TRL 381,TRL 381.A,Harnessing Generative AI: From Prompt to Proof,TAYLAN AKDOĞAN,
TURK 101,TURK 101.A,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Pazartesi 12:40 - 15:30
TURK 101,TURK 101.B,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Cuma 14:40 - 17:30
TURK 101,TURK 101.C,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Çarşamba 16:40 - 19:30
TURK 101,TURK 101.D,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Pazartesi 16:40 - 19:30
TURK 101,TURK 101.E,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Cuma 14:40 - 17:30
TURK 101,TURK 101.F,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Çarşamba 16:40 - 19:30
TURK 101,TURK 101.G,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Pazartesi 16:40 - 19:30
TURK 101,TURK 101.H,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Pazartesi 12:40 - 15:30
TURK 102,TURK 102.A,Yabancılar için Türkçe II,İLAYDA ENGİN UYSAL,Salı 16:40 - 19:30
TURK 102,TURK 102.B,Yabancılar için Türkçe II,MEHMET ŞAMİL DAYANÇ,Perşembe 16:40 - 19:30
